ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P11216,"Glycogen phosphorylase, brain form",PYGB,307200,J03544,P11216,PYGB_HUMAN,,PYGB,PYGB,HGNC:9723,Human,DB00114
P20711,Aromatic-L-amino-acid decarboxylase,DDC,181521,M76180,P20711,DDC_HUMAN,,DDC,DDC,HGNC:2719,Human,DB00114; DB00190; DB00968; DB05307
Q2TU84,Aspartate aminotransferase,GIG18,46981967,AY513279,Q2TU84,Q2TU84_HUMAN,,GIG18,GIG18,HGNC:4432,Human,DB00114; DB00128; DB00142
Q49AK1,GAD1 protein,GAD1,71297135,BC036552,Q49AK1,Q49AK1_HUMAN,,GAD1,GAD1,HGNC:4092,Human,DB00114
Q53ET4,Serine hydroxymethyltransferase,"",62898842,AK223555,Q53ET4,Q53ET4_HUMAN,,"","",HGNC:10852,Human,DB00114; DB00116; DB00145
Q59FK2,Selenocysteine lyase variant,"",62088496,AB209458,Q59FK2,Q59FK2_HUMAN,,"","",HGNC:18161,Human,DB00114
Q59GM9,Phosphorylase,"",62087740,AB209080,Q59GM9,Q59GM9_HUMAN,,"","",HGNC:9723,Human,DB00114
Q59HE2,Ornithine aminotransferase variant,"",62087214,AB208817,Q59HE2,Q59HE2_HUMAN,,"","",HGNC:8091,Human,DB00114
Q5JAM2,5-aminolevulinate synthase,ALAS1,33112016,AY260745,Q5JAM2,Q5JAM2_HUMAN,,"","",HGNC:396,Human,DB00114
Q5VZ30,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",GAD2,55662653,AL162503,Q5VZ30,Q5VZ30_HUMAN,,GAD2,GAD2,HGNC:4093,Human,DB00114
Q6IBS8,DDC protein,DDC,48145565,CR456724,Q6IBS8,Q6IBS8_HUMAN,,DDC,DDC,HGNC:2719,Human,DB00114
Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,38174269,BC060871,Q6P996,PDXD1_HUMAN,,PDXDC1,PDXDC1,HGNC:28995,Human,DB00114
Q6YP21,Kynurenine--oxoglutarate transaminase 3,CCBL2,37542047,AY028624,Q6YP21,KAT3_HUMAN,,CCBL2,CCBL2,HGNC:33238,Human,DB00114; DB00142
Q6ZQY3,Glutamate decarboxylase-like protein 1,GADL1,34536121,AK128643,Q6ZQY3,GADL1_HUMAN,,GADL1,GADL1,HGNC:27949,Human,DB00114
Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase,AGXT2L2,18027842,AF318375,Q8IUZ5,AT2L2_HUMAN,,AGXT2L2,AGXT2L2,HGNC:28249,Human,DB00114; DB00160
Q8IVA8,"Glutamate decarboxylase 1 (Brain, 67kDa)",GAD1,23138819,BC037780,Q8IVA8,Q8IVA8_HUMAN,,GAD1,GAD1,HGNC:4092,Human,DB00114
Q8TD30,Alanine aminotransferase 2,GPT2,19046894,AY029173,Q8TD30,ALAT2_HUMAN,,GPT2,GPT2,HGNC:18062,Human,DB00114; DB00142; DB00160; DB00780
Q96EN8,Molybdenum cofactor sulfurase,MOCOS,7021017,AK000740,Q96EN8,MOCOS_HUMAN,,MOCOS,MOCOS,HGNC:18234,Human,DB00114
Q96GA7,Serine dehydratase-like,SDSL,33150744,AF134473,Q96GA7,SDSL_HUMAN,,SDSL,SDSL,HGNC:30404,Human,DB00114
Q96JQ3,P-selectin cytoplasmic tail-associated protein (PCAP),pcap,14495153,AB044561,Q96JQ3,Q96JQ3_HUMAN,,pcap,pcap,HGNC:18966,Human,DB00114
Q9BXA1,Hepatic peroxysomal alanine:glyoxylate aminotransferase,"",13560684,AF348451,Q9BXA1,Q9BXA1_HUMAN,,"","",HGNC:341,Human,DB00114
Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase,SEPSECS,7652498,AF146396,Q9HD40,SPCS_HUMAN,,SEPSECS,SEPSECS,HGNC:30605,Human,DB00114
Q9NUV7,Serine palmitoyltransferase 3,SPTLC3,7023574,AK001974,Q9NUV7,SPTC3_HUMAN,,SPTLC3,SPTLC3,HGNC:16253,Human,DB00114
Q9UGI5,Glutamic acid decarboxylase,GAD65,6562440,AJ251501,Q9UGI5,Q9UGI5_HUMAN,,GAD65,GAD65,HGNC:4093,Human,DB00114; DB00780
Q9UJX1,Alanine-glyoxylate aminotransferase homolog,TLH6,6176530,AF191687,Q9UJX1,Q9UJX1_HUMAN,,TLH6,TLH6,HGNC:341,Human,DB00114
Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein,MMACHC,52545527,AL080062,Q9Y4U1,MMAC_HUMAN,,MMACHC,MMACHC,HGNC:24525,Human,DB00115; DB00200
P42898,Methylenetetrahydrofolate reductase,MTHFR,6139053,U09806,P42898,MTHR_HUMAN,,MTHFR,MTHFR,HGNC:7436,Human,DB00115; DB00116
Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial",MTFMT,133777035,BC016630,Q96DP5,FMT_HUMAN,,MTFMT,MTFMT,HGNC:29666,Human,DB00116
O14939,Phospholipase D2,PLD2,2645858,AF033850,O14939,PLD2_HUMAN,,PLD2,PLD2,HGNC:9068,Human,DB00122
P06276,Cholinesterase,BCHE,1311630,M32391,P06276,CHLE_HUMAN,,BCHE,BCHE,HGNC:983,Human,DB00122; DB00382; DB00449; DB00545; DB00674; DB00677; DB00733; DB00772; DB00941; DB00944; DB00989; DB01010; DB01057; DB01226; DB02811; DB02845; DB03568; DB03672; DB03814; DB03822; DB04250; DB04251; DB04892; DB07681; DB07940; DB08200; DB08201; DB08658
Q13393,Phospholipase D1,PLD1,1185463,U38545,Q13393,PLD1_HUMAN,,PLD1,PLD1,HGNC:9067,Human,DB00122; DB05301
Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,PHOSPHO1,20196839,AJ457189,Q8TCT1,PHOP1_HUMAN,,PHOSPHO1,PHOSPHO1,HGNC:16815,Human,DB00122
P09210,Glutathione S-transferase A2,GSTA2,306811,M16594,P09210,GSTA2_HUMAN,,GSTA2,GSTA2,HGNC:4627,Human,DB00143; DB00608
O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,2138314,U84573,O00469,PLOD2_HUMAN,,PLOD2,PLOD2,HGNC:9082,Human,DB00126
P19971,Thymidine phosphorylase,TYMP,189701,M63193,P19971,TYPH_HUMAN,,ECGF1,ECGF1,HGNC:3148,Human,DB02631
O00519,Fatty-acid amide hydrolase 1,FAAH,2149156,U82535,O00519,FAAH1_HUMAN,,FAAH,FAAH,HGNC:3553,Human,DB00599; DB02465; DB06894; DB08385; DB08400
O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,3153235,AF046889,O60568,PLOD3_HUMAN,,PLOD3,PLOD3,HGNC:9083,Human,DB00126; DB00139
P27338,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,,MAOB,MAOB,HGNC:6834,Human,DB00182; DB00191; DB00752; DB00780; DB00909; DB01037; DB01247; DB01363; DB01367; DB01442; DB01472; DB01577; DB01626; DB02095; DB02211; DB02509; DB02643; DB02939; DB03147; DB03894; DB04147; DB04307; DB04677; DB04820; DB04821; DB04832; DB07512; DB07513; DB08082; DB08176; DB08480; DB08516
O75936,Gamma-butyrobetaine dioxygenase,BBOX1,3746805,AF082868,O75936,BODG_HUMAN,,BBOX1,BBOX1,HGNC:964,Human,DB00126; DB00139
P21397,Amine oxidase [flavin-containing] A,MAOA,187353,M68840,P21397,AOFA_HUMAN,,MAOA,MAOA,HGNC:6833,Human,DB00191; DB00752; DB00780; DB00805; DB00909; DB01037; DB01171; DB01247; DB01363; DB01442; DB01472; DB01577; DB01626; DB03147; DB04017; DB04820; DB04821; DB04832; DB04850; DB05205; DB07641; DB07919
O14735,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT,2338732,AF014807,O14735,CDIPT_HUMAN,,CDIPT,CDIPT,HGNC:1769,Human,DB03106
P19021,Peptidyl-glycine alpha-amidating monooxygenase,PAM,189595,M37721,P19021,AMD_HUMAN,,PAM,PAM,HGNC:8596,Human,DB00126; DB02598; DB04150
Q9HBH1,"Peptide deformylase, mitochondrial",PDF,11320944,AF239156,Q9HBH1,DEFM_HUMAN,,PDF,PDF,HGNC:30012,Human,DB04310; DB04368
Q32P28,Prolyl 3-hydroxylase 1,LEPRE1,11127636,AF097431,Q32P28,P3H1_HUMAN,,LEPRE1,LEPRE1,HGNC:19316,Human,DB00126; DB00139; DB00172
Q6N063,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,OGFOD2,34364724,BX640675,Q6N063,OGFD2_HUMAN,,OGFOD2,OGFOD2,HGNC:25823,Human,DB00126
P47989,Xanthine dehydrogenase/oxidase,XDH,10336525,D11456,P47989,XDH_HUMAN,,XDH,XDH,HGNC:12805,Human,DB00437; DB00583; DB01685; DB03147; DB03328; DB03516; DB03841; DB05262
Q6NS38,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,ALKBH2,53988530,AY754389,Q6NS38,ALKB2_HUMAN,,ALKBH2,ALKBH2,HGNC:32487,Human,DB00126
Q8IVL5,Prolyl 3-hydroxylase 2,LEPREL1,27526730,AJ430351,Q8IVL5,P3H2_HUMAN,,LEPREL1,LEPREL1,HGNC:19317,Human,DB00126; DB00139; DB00172
P50750,Cyclin-dependent kinase 9,CDK9,493130,L25676,P50750,CDK9_HUMAN,,CDK9,CDK9,HGNC:1780,Human,DB03496
Q8IVL6,Prolyl 3-hydroxylase 3,LEPREL2,1200503,U47924,Q8IVL6,P3H3_HUMAN,,LEPREL2,LEPREL2,HGNC:19318,Human,DB00126; DB00139; DB00172
Q8N543,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,OGFOD1,21410525,BC032919,Q8N543,OGFD1_HUMAN,,OGFOD1,OGFOD1,HGNC:25585,Human,DB00126
Q96KS0,Egl nine homolog 2,EGLN2,14547148,AJ310544,Q96KS0,EGLN2_HUMAN,,EGLN2,EGLN2,HGNC:14660,Human,DB00126; DB04847
Q00534,Cyclin-dependent kinase 6,CDK6,36623,X66365,Q00534,CDK6_HUMAN,,CDK6,CDK6,HGNC:1777,Human,DB03496; DB07379; DB07795
Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,ALKBH3,16326129,AB042029,Q96Q83,ALKB3_HUMAN,,ALKBH3,ALKBH3,HGNC:30141,Human,DB00126
P00813,Adenosine deaminase,ADA,28380,X02994,P00813,ADA_HUMAN,,ADA,ADA,HGNC:186,Human,DB00552; DB00975; DB02096; DB02472; DB02616; DB02830; DB03015; DB03220; DB03370; DB03572; DB04218; DB04440; DB07711; DB07783; DB07785; DB07786
Q9BY66,Lysine-specific demethylase 5D,KDM5D,1661016,U52191,Q9BY66,KDM5D_HUMAN,,JARID1D,JARID1D,HGNC:11115,Human,DB00126
P11802,Cyclin-dependent kinase 4,CDK4,456427,M14505,P11802,CDK4_HUMAN,,CDK4,CDK4,HGNC:1773,Human,DB02733; DB03496
Q9GZT9,Egl nine homolog 1,EGLN1,11345052,AF246631,Q9GZT9,EGLN1_HUMAN,,EGLN1,EGLN1,HGNC:1232,Human,DB00126; DB04847; DB07112; DB08687
P48544,G protein-activated inward rectifier potassium channel 4,KCNJ5,1055026,U39195,P48544,IRK5_HUMAN,,KCNJ5,KCNJ5,HGNC:6266,Human,DB01016
Q9H6Z9,Egl nine homolog 3,EGLN3,14547150,AJ310545,Q9H6Z9,EGLN3_HUMAN,,EGLN3,EGLN3,HGNC:14661,Human,DB00126; DB04847
Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial",TMLHE,15553435,AF373407,Q9NVH6,TMLH_HUMAN,,TMLHE,TMLHE,HGNC:18308,Human,DB00126; DB00139
Q9NXG6,Transmembrane prolyl 4-hydroxylase,P4HTM,28566186,AY198406,Q9NXG6,P4HTM_HUMAN,,"","","",Human,DB00126
P49336,Cyclin-dependent kinase 8,CDK8,1000491,X85753,P49336,CDK8_HUMAN,,CDK8,CDK8,HGNC:1779,Human,DB03496
P22234,Multifunctional protein ADE2,PAICS,28384,X53793,P22234,PUR6_HUMAN,,PAICS,PAICS,HGNC:8587,Human,DB00128
Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,179758,M94172,Q00975,CAC1B_HUMAN,,CACNA1B,CACNA1B,HGNC:1389,Human,DB00381; DB00661; DB00996; DB01202; DB08838
P27708,CAD protein,CAD,1228049,D78586,P27708,PYR1_HUMAN,,CAD,CAD,HGNC:1424,Human,DB00128; DB03459
P30520,Adenylosuccinate synthetase isozyme 2,ADSS,415849,X66503,P30520,PURA2_HUMAN,,ADSS,ADSS,HGNC:292,Human,DB00128
Q6PI48,"Aspartate--tRNA ligase, mitochondrial",DARS2,56203852,AL109921,Q6PI48,SYDM_HUMAN,,DARS2,DARS2,HGNC:25538,Human,DB00128
Q7L266,Isoaspartyl peptidase/L-asparaginase,ASRGL1,127798426,BC021295,Q7L266,ASGL1_HUMAN,,ASRGL1,ASRGL1,HGNC:16448,Human,DB00128; DB00174
Q8N142,Adenylosuccinate synthetase isozyme 1,ADSSL1,21303413,AY037159,Q8N142,PURA1_HUMAN,,ADSSL1,ADSSL1,HGNC:20093,Human,DB00128; DB02109; DB03510; DB04137; DB04315; DB04418; DB04566
Q96HD9,Aspartoacylase-2,ACY3,21654856,AY040761,Q96HD9,ACY3_HUMAN,,ACY3,ACY3,HGNC:24104,Human,DB00128
O95190,Ornithine decarboxylase antizyme 2,OAZ2,3766170,AF057297,O95190,OAZ2_HUMAN,,OAZ2,OAZ2,HGNC:8096,Human,DB00129
Q9UMX2,Ornithine decarboxylase antizyme 3,OAZ3,5802609,AF175296,Q9UMX2,OAZ3_HUMAN,,OAZ3,OAZ3,HGNC:8097,Human,DB00129
O15067,Phosphoribosylformylglycinamidine synthase,PFAS,2224663,AB002359,O15067,PUR4_HUMAN,,PFAS,PFAS,HGNC:8863,Human,DB00142
O75879,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",PET112L,3599964,AF026851,O75879,GATB_HUMAN,,PET112L,PET112L,HGNC:8849,Human,DB00142
P15104,Glutamine synthetase,GLUL,31833,Y00387,P15104,GLNA_HUMAN,,GLUL,GLUL,HGNC:4341,Human,DB00130; DB00142
Q6IA69,Glutamine-dependent NAD(+) synthetase,NADSYN1,28849201,AB091316,Q6IA69,NADE_HUMAN,,NADSYN1,NADSYN1,HGNC:29832,Human,DB00142
O95864,Fatty acid desaturase 2,FADS2,4406528,AF126799,O95864,FADS2_HUMAN,,FADS2,FADS2,HGNC:3575,Human,DB00132
Q9GZR5,Elongation of very long chain fatty acids protein 4,ELOVL4,12044051,AF279654,Q9GZR5,ELOV4_HUMAN,,ELOVL4,ELOVL4,HGNC:14415,Human,DB00132
Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2,BHMT2,11907831,AF257473,Q9H2M3,BHMT2_HUMAN,,BHMT2,BHMT2,HGNC:1048,Human,DB00134
Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",CYP24A1,306704,L13286,Q07973,CP24A_HUMAN,,CYP24A1,CYP24A1,HGNC:2602,Human,DB05024
P82251,"B(0,+)-type amino acid transporter 1",SLC7A9,5916108,AF141289,P82251,BAT1_HUMAN,,SLC7A9,SLC7A9,HGNC:11067,Human,DB00138
O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",SDHD,2351037,AB006202,O14521,DHSD_HUMAN,,SDHD,SDHD,HGNC:10683,Human,DB00139; DB00756; DB04141; DB08689
O15460,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,2439985,U90441,O15460,P4HA2_HUMAN,,P4HA2,P4HA2,HGNC:8547,Human,DB00139; DB00172
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,665925,U17248,P21912,DHSB_HUMAN,,SDHB,SDHB,HGNC:10681,Human,DB00139; DB04141; DB08689
P53597,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,9409794,AF104921,P53597,SUCA_HUMAN,,SUCLG1,SUCLG1,HGNC:11449,Human,DB00139
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1,1519052,U62961,P55809,SCOT1_HUMAN,,OXCT1,OXCT1,HGNC:8527,Human,DB00139; DB02731
Q99643,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",SDHC,1814226,U57877,Q99643,C560_HUMAN,,SDHC,SDHC,HGNC:10682,Human,DB00139; DB04141; DB08689
Q9BXA5,Succinate receptor 1,SUCNR1,13517983,AF348078,Q9BXA5,SUCR1_HUMAN,,SUCNR1,SUCNR1,HGNC:4542,Human,DB00139
Q9BYC2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial",OXCT2,13548673,AB050193,Q9BYC2,SCOT2_HUMAN,,OXCT2,OXCT2,HGNC:18606,Human,DB00139
Q9P2R7,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCLA2,7328935,AB035863,Q9P2R7,SUCB1_HUMAN,,SUCLA2,SUCLA2,HGNC:11448,Human,DB00139
Q9UBX3,Mitochondrial dicarboxylate carrier,SLC25A10,6224534,AJ131612,Q9UBX3,DIC_HUMAN,,SLC25A10,SLC25A10,HGNC:10980,Human,DB00139
O60512,"Beta-1,4-galactosyltransferase 3",B4GALT3,2982510,Y12509,O60512,B4GT3_HUMAN,,B4GALT3,B4GALT3,HGNC:926,Human,DB00141
O60513,"Beta-1,4-galactosyltransferase 4",B4GALT4,3132900,AF038662,O60513,B4GT4_HUMAN,,B4GALT4,B4GALT4,HGNC:927,Human,DB00141
O60909,"Beta-1,4-galactosyltransferase 2",B4GALT2,2995442,Y12510,O60909,B4GT2_HUMAN,,B4GALT2,B4GALT2,HGNC:925,Human,DB00141
Q9UJ70,N-acetyl-D-glucosamine kinase,NAGK,6491737,AJ242910,Q9UJ70,NAGK_HUMAN,,NAGK,NAGK,HGNC:17174,Human,DB00141
Q9UK23,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,NAGPA,6425040,AF187072,Q9UK23,NAGPA_HUMAN,,NAGPA,NAGPA,HGNC:17378,Human,DB00141
O00341,Excitatory amino acid transporter 5,SLC1A7,2076762,U76362,O00341,EAA5_HUMAN,,SLC1A7,SLC1A7,HGNC:10945,Human,DB00142
O14841,5-oxoprolinase,OPLAH,46020040,AB122018,O14841,OPLA_HUMAN,,OPLAH,OPLAH,HGNC:8149,Human,DB00142
O43424,"Glutamate receptor ionotropic, delta-2",GRID2,2853315,AF009014,O43424,GRID2_HUMAN,,GRID2,GRID2,HGNC:4576,Human,DB00142
P48664,Excitatory amino acid transporter 4,SLC1A6,930337,U18244,P48664,EAA4_HUMAN,,SLC1A6,SLC1A6,HGNC:10944,Human,DB00142
Q07075,Glutamyl aminopeptidase,ENPEP,291854,L14721,Q07075,AMPE_HUMAN,,ENPEP,ENPEP,HGNC:3355,Human,DB00142
Q5JPH6,"Probable glutamate--tRNA ligase, mitochondrial",EARS2,57997136,AL832489,Q5JPH6,SYEM_HUMAN,,EARS2,EARS2,HGNC:29419,Human,DB00142
Q5TDP6,Lengsin,LGSN,7341339,AF242388,Q5TDP6,LGSN_HUMAN,,GLULD1,GLULD1,HGNC:21016,Human,DB00142
Q8N159,"N-acetylglutamate synthase, mitochondrial",NAGS,22651769,AY116537,Q8N159,NAGS_HUMAN,,NAGS,NAGS,HGNC:17996,Human,DB00142
Q9H1K4,Mitochondrial glutamate carrier 2,SLC25A18,21322707,AJ428203,Q9H1K4,GHC2_HUMAN,,SLC25A18,SLC25A18,HGNC:10988,Human,DB00142
Q9H936,Mitochondrial glutamate carrier 1,SLC25A22,21322705,AJ428202,Q9H936,GHC1_HUMAN,,SLC25A22,SLC25A22,HGNC:19954,Human,DB00142
Q9ULA0,Aspartyl aminopeptidase,DNPEP,5902181,AF005050,Q9ULA0,DNPEP_HUMAN,,DNPEP,DNPEP,HGNC:2981,Human,DB00142
Q9ULK0,"Glutamate receptor ionotropic, delta-1",GRID1,24657795,BC039263,Q9ULK0,GRID1_HUMAN,,GRID1,GRID1,HGNC:4575,Human,DB00142
O14880,Microsomal glutathione S-transferase 3,MGST3,2583081,AF026977,O14880,MGST3_HUMAN,,MGST3,MGST3,HGNC:7064,Human,DB00143
O95881,Thioredoxin domain-containing protein 12,TXNDC12,23477616,AF543416,O95881,TXD12_HUMAN,,TXNDC12,TXNDC12,HGNC:24626,Human,DB00143
P08263,Glutathione S-transferase A1,GSTA1,306809,M15872,P08263,GSTA1_HUMAN,,GSTA1,GSTA1,HGNC:4626,Human,DB00143; DB01915; DB02486; DB02943; DB03003; DB03602; DB04132
P10620,Microsomal glutathione S-transferase 1,MGST1,306808,J03746,P10620,MGST1_HUMAN,,MGST1,MGST1,HGNC:7061,Human,DB00143
P10768,S-formylglutathione hydrolase,ESD,182265,M13450,P10768,ESTD_HUMAN,,ESD,ESD,HGNC:3465,Human,DB00143
P35754,Glutaredoxin-1,GLRX,643695,D21238,P35754,GLRX1_HUMAN,,GLRX,GLRX,HGNC:4330,Human,DB00143
P46439,Glutathione S-transferase Mu 5,GSTM5,468260,L02321,P46439,GSTM5_HUMAN,,GSTM5,GSTM5,HGNC:4637,Human,DB00143
P59796,Glutathione peroxidase 6,GPX6,32492913,AY324826,P59796,GPX6_HUMAN,,GPX6,GPX6,HGNC:4558,Human,DB00143
Q6NSD4,Glutathione peroxidase,GPX1,47124246,BC070258,Q6NSD4,Q6NSD4_HUMAN,,GPX1,GPX1,HGNC:4553,Human,DB00143
Q8TED1,Probable glutathione peroxidase 8,GPX8,18676757,AK074216,Q8TED1,GPX8_HUMAN,,"","","",Human,DB00143
Q96SL4,Glutathione peroxidase 7,GPX7,25990366,AF320068,Q96SL4,GPX7_HUMAN,,GPX7,GPX7,HGNC:4559,Human,DB00143
Q99735,Microsomal glutathione S-transferase 2,MGST2,1747521,U77604,Q99735,MGST2_HUMAN,,MGST2,MGST2,HGNC:7063,Human,DB00143
Q9H4Y5,Glutathione S-transferase omega-2,GSTO2,37777744,AY350731,Q9H4Y5,GSTO2_HUMAN,,GSTO2,GSTO2,HGNC:23064,Human,DB00143
Q9NS18,"Glutaredoxin-2, mitochondrial",GLRX2,9507250,AF132495,Q9NS18,GLRX2_HUMAN,,GLRX2,GLRX2,HGNC:16065,Human,DB00143
P49619,Diacylglycerol kinase gamma,DGKG,516758,D26135,P49619,DGKG_HUMAN,,DGKG,DGKG,HGNC:2853,Human,DB00144
Q16760,Diacylglycerol kinase delta,DGKD,22773821,AB078966,Q16760,DGKD_HUMAN,,DGKD,DGKD,HGNC:2851,Human,DB00144
Q9BVG9,Phosphatidylserine synthase 2,PTDSS2,21740008,AL834357,Q9BVG9,PTSS2_HUMAN,,PTDSS2,PTDSS2,HGNC:15463,Human,DB00144
Q9NXE4,Sphingomyelin phosphodiesterase 4,SMPD4,7243217,AB037839,Q9NXE4,NSMA3_HUMAN,,SMPD4,SMPD4,HGNC:32949,Human,DB00144
Q9NY59,Sphingomyelin phosphodiesterase 3,SMPD3,8247250,AJ250460,Q9NY59,NSMA2_HUMAN,,SMPD3,SMPD3,HGNC:14240,Human,DB00144
P23434,"Glycine cleavage system H protein, mitochondrial",GCSH,184348,M69175,P23434,GCSH_HUMAN,,GCSH,GCSH,HGNC:4208,Human,DB00145; DB03187; DB03760
Q14032,Bile acid-CoA:amino acid N-acyltransferase,BAAT,532505,L34081,Q14032,BAAT_HUMAN,,BAAT,BAAT,HGNC:932,Human,DB00145
Q14330,N-arachidonyl glycine receptor,GPR18,1066731,L42324,Q14330,GPR18_HUMAN,,GPR18,GPR18,HGNC:4472,Human,DB00145
Q6IB77,Glycine N-acyltransferase,GLYAT,2554941,AF023466,Q6IB77,GLYAT_HUMAN,,GLYAT,GLYAT,HGNC:13734,Human,DB00145
Q8WU03,Glycine N-acyltransferase-like protein 2,GLYATL2,29243559,AF426250,Q8WU03,GLYL2_HUMAN,,GLYATL2,GLYATL2,HGNC:24178,Human,DB00145
Q969I3,Glycine N-acyltransferase-like protein 1,GLYATL1,71384826,DQ084381,Q969I3,GLYL1_HUMAN,,GLYATL1,GLYATL1,HGNC:30519,Human,DB00145
Q9H598,Vesicular inhibitory amino acid transporter,SLC32A1,17975777,AY044836,Q9H598,VIAAT_HUMAN,,SLC32A1,SLC32A1,HGNC:11018,Human,DB00145
Q9P0Z9,Peroxisomal sarcosine oxidase,PIPOX,7157903,AF134593,Q9P0Z9,SOX_HUMAN,,PIPOX,PIPOX,HGNC:17804,Human,DB00145
Q9Y345,Sodium- and chloride-dependent glycine transporter 2,SLC6A5,4003525,AF085412,Q9Y345,SC6A5_HUMAN,,SLC6A5,SLC6A5,HGNC:11051,Human,DB00145
Q9UGM6,"Tryptophan--tRNA ligase, mitochondrial",WARS2,6572289,AJ242739,Q9UGM6,SYWM_HUMAN,,WARS2,WARS2,HGNC:12730,Human,DB00150
Q9HA77,"Probable cysteine--tRNA ligase, mitochondrial",CARS2,10433519,AK022180,Q9HA77,SYCM_HUMAN,,CARS2,CARS2,HGNC:25695,Human,DB00151
Q6TGC4,Protein-arginine deiminase type-6,PADI6,40068449,AY422079,Q6TGC4,PADI6_HUMAN,,PADI6,PADI6,HGNC:20449,Human,DB00155
Q9ULC6,Protein-arginine deiminase type-1,PADI1,6116899,AB033768,Q9ULC6,PADI1_HUMAN,,PADI1,PADI1,HGNC:18367,Human,DB00155
Q9ULW8,Protein-arginine deiminase type-3,PADI3,6172379,AB026831,Q9ULW8,PADI3_HUMAN,,PADI3,PADI3,HGNC:18337,Human,DB00155
Q9Y2J8,Protein-arginine deiminase type-2,PADI2,5572747,AB030176,Q9Y2J8,PADI2_HUMAN,,PADI2,PADI2,HGNC:18341,Human,DB00155
Q9BW92,"Threonine--tRNA ligase, mitochondrial",TARS2,62897187,AK222814,Q9BW92,SYTM_HUMAN,,TARS2,TARS2,HGNC:30740,Human,DB00156
Q5JTZ9,"Alanine--tRNA ligase, mitochondrial",AARS2,6331226,AB033096,Q5JTZ9,SYAM_HUMAN,,AARS2,AARS2,HGNC:21022,Human,DB00160
O75911,Short-chain dehydrogenase/reductase 3,DHRS3,3450828,AF061741,O75911,DHRS3_HUMAN,,DHRS3,DHRS3,HGNC:17693,Human,DB00162
Q6NUM9,"All-trans-retinol 13,14-reductase",RETSAT,37182258,AY358568,Q6NUM9,RETST_HUMAN,,RETSAT,RETSAT,HGNC:25991,Human,DB00162
Q8TC12,Retinol dehydrogenase 11,RDH11,9622124,AF167438,Q8TC12,RDH11_HUMAN,,RDH11,RDH11,HGNC:17964,Human,DB00162
Q9HBH5,Retinol dehydrogenase 14,RDH14,10039619,AF237952,Q9HBH5,RDH14_HUMAN,,RDH14,RDH14,HGNC:19979,Human,DB00162
Q9NYR8,Retinol dehydrogenase 8,RDH8,7527474,AF229845,Q9NYR8,RDH8_HUMAN,,RDH8,RDH8,HGNC:14423,Human,DB00162
P23743,Diacylglycerol kinase alpha,DGKA,30823,X62535,P23743,DGKA_HUMAN,,DGKA,DGKA,HGNC:2849,Human,DB00163
P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PPP2CB,35581,X12656,P62714,PP2AB_HUMAN,,PPP2CB,PPP2CB,HGNC:9300,Human,DB00163
P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,36120,X12646,P67775,PP2AA_HUMAN,,PPP2CA,PPP2CA,HGNC:9299,Human,DB00163; DB02506; DB06905
